fastq_id    sample_id   lib_type
H910Q_E912A H910Q_E912A fr-first-strand         
N173A_Y177A N173A_Y177A  fr-first-strand
N173S       N173S  fr-first-strand
P193A       P193A  fr-first-strand
deltaPOS    deltaPOS  fr-first-strand
deltaZa     deltaZa  fr-first-strand
deltaZb     deltaZb  fr-first-strand
